Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition,Price per m²,Region
4882,20116165,5140,135000,house,1.0,88.0,0,0,1,15.0,,0,To renovate,1534.090909090909,Wallonia
4883,11383188,6760,135000,house,3.0,120.0,0,0,1,10.0,,0,To renovate,1125.0,Wallonia
9626,20228138,1400,135000,apartment,2.0,80.0,1,0,1,4.0,,0,To be done up,1687.5,Wallonia
9444,11301861,6761,135000,apartment,2.0,135.0,0,0,1,,,0,Good,1000.0,Wallonia
1350,20098609,6900,135000,house,3.0,118.0,0,0,1,30.0,163.0,0,To renovate,1144.0677966101696,Wallonia
3174,20235690,7300,135000,house,3.0,169.0,0,0,1,,,0,To be done up,798.8165680473372,Wallonia
8670,20135579,6850,135000,apartment,2.0,108.0,0,0,1,,,0,Good,1250.0,Wallonia
2336,20196014,4540,135000,house,2.0,68.0,1,0,1,15.0,,0,Good,1985.2941176470588,Wallonia
49,20232221,6750,135000,house,3.0,180.0,0,0,1,,,0,To renovate,750.0,Wallonia
5660,20242237,6940,135000,apartment,2.0,96.0,1,0,1,,,0,Good,1406.25,Wallonia
813,20214974,4681,135000,house,2.0,60.0,0,0,1,4.0,40.0,0,To be done up,2250.0,Wallonia
859,20232502,6940,135000,house,3.0,150.0,0,0,1,,626.0,0,To renovate,900.0,Wallonia
5095,20131265,7603,135000,house,4.0,250.0,0,0,1,,,0,To be done up,540.0,Wallonia
6975,20193071,6900,135000,apartment,1.0,71.0,0,0,1,,,0,To renovate,1901.4084507042253,Wallonia
5130,20174889,4040,135000,house,3.0,129.0,0,0,1,18.0,,0,To be done up,1046.5116279069769,Wallonia
4229,20174433,6042,135000,house,2.0,106.0,0,0,1,30.0,122.0,0,To be done up,1273.5849056603774,Wallonia
6661,20201370,6040,135000,apartment,2.0,83.0,1,0,1,,,0,To be done up,1626.5060240963855,Wallonia
5235,20022569,6181,135000,house,3.0,101.0,0,0,1,,229.0,0,To be done up,1336.6336633663366,Wallonia
5793,20217530,1300,135000,apartment,1.0,40.0,1,0,1,,,0,Good,3375.0,Wallonia
392,20223623,4000,133000,house,3.0,100.0,0,0,1,,52.0,0,To be done up,1330.0,Wallonia
11,20246094,4460,132000,house,2.0,76.0,0,0,1,20.0,105.0,0,To renovate,1736.842105263158,Wallonia
2112,20245372,4217,130000,house,1.0,120.0,1,0,1,,106.0,0,To be done up,1083.3333333333333,Wallonia
2138,20211649,4100,130000,house,3.0,100.0,1,0,1,,,0,As new,1300.0,Wallonia
4196,20225484,5530,130000,house,2.0,60.0,0,0,1,10.0,,0,Good,2166.6666666666665,Wallonia
106,20243544,4600,130000,house,2.0,140.0,0,0,1,,163.0,0,To renovate,928.5714285714286,Wallonia
9768,11203526,6940,130000,apartment,1.0,96.0,1,0,1,,,0,Good,1354.1666666666667,Wallonia
2831,20224622,4140,129000,house,2.0,100.0,0,0,1,20.0,100.0,0,To renovate,1290.0,Wallonia
2335,20200483,4450,129000,house,1.0,62.0,1,0,1,,,0,As new,2080.6451612903224,Wallonia
526,20246395,4500,129000,house,4.0,172.0,0,0,1,30.0,1600.0,0,Good,750.0,Wallonia
5233,11330264,7750,129000,house,3.0,140.0,0,0,1,20.0,900.0,0,To renovate,921.4285714285714,Wallonia
8953,20232203,7100,129000,apartment,2.0,88.0,0,0,1,,,0,Good,1465.909090909091,Wallonia
9544,20175489,4530,129000,apartment,1.0,105.0,1,0,1,20.0,98.0,0,Just renovated,1228.5714285714287,Wallonia
9442,11293214,7380,129000,apartment,2.0,101.0,1,0,1,,,0,Good,1277.2277227722773,Wallonia
6574,20211646,4040,129000,apartment,1.0,90.0,1,0,1,,,0,Good,1433.3333333333333,Wallonia
5232,11167330,7100,129000,house,3.0,179.0,0,0,1,17.0,165.0,0,To be done up,720.6703910614525,Wallonia
1745,20109876,6800,129000,house,3.0,66.0,0,0,1,5.0,450.0,0,To renovate,1954.5454545454545,Wallonia
6991,20233921,4020,129000,apartment,1.0,81.0,0,0,1,,,0,To be done up,1592.5925925925926,Wallonia
1359,20223614,4100,129000,house,2.0,138.0,1,0,1,,25.0,0,To be done up,934.7826086956521,Wallonia
8152,20180735,6790,128000,apartment,1.0,44.0,0,0,1,,,0,To be done up,2909.090909090909,Wallonia
3803,20234098,7390,125000,house,3.0,121.0,0,0,1,,,0,To be done up,1033.0578512396694,Wallonia
7754,20125561,6850,125000,apartment,2.0,116.0,1,0,1,,,0,Good,1077.5862068965516,Wallonia
9234,20007004,6200,125000,apartment,1.0,77.0,0,0,1,,70.0,0,Good,1623.3766233766235,Wallonia
4043,20223876,6060,125000,house,4.0,200.0,0,0,1,,,0,To be done up,625.0,Wallonia
4042,20223874,6042,125000,house,4.0,200.0,0,0,1,,,0,To be done up,625.0,Wallonia
4041,20223875,6040,125000,house,4.0,200.0,0,0,1,,,0,To be done up,625.0,Wallonia
4553,20217468,7910,125000,house,2.0,107.0,0,0,1,,,0,To renovate,1168.2242990654206,Wallonia
2333,20229115,5630,125000,house,2.0,84.0,0,0,1,22.0,,0,Good,1488.095238095238,Wallonia
4881,11126227,4690,125000,house,2.0,66.0,0,0,1,,264.0,0,To be done up,1893.939393939394,Wallonia
1333,20241353,4480,124500,house,2.0,145.0,0,0,1,,,0,To be done up,858.6206896551724,Wallonia
1565,20225489,5541,124000,house,1.0,55.0,0,1,1,35.0,,0,Good,2254.5454545454545,Wallonia
2458,20228667,7390,120000,house,1.0,60.0,1,0,1,23.0,,0,As new,2000.0,Wallonia
4368,11296330,4100,120000,house,4.0,175.0,0,0,1,,,0,Good,685.7142857142857,Wallonia
2035,20234938,4420,120000,house,3.0,146.0,0,0,1,,,0,To renovate,821.917808219178,Wallonia
4880,20099398,4100,120000,house,4.0,96.0,0,0,1,5.0,450.0,0,To renovate,1250.0,Wallonia
2846,20029561,4400,120000,house,1.0,45.0,0,0,1,,82.0,0,Just renovated,2666.6666666666665,Wallonia
5792,20218758,4671,119000,apartment,3.0,136.0,1,0,1,22.0,,0,Good,875.0,Wallonia
5203,20180737,6750,119000,house,3.0,150.0,0,0,1,,,0,To renovate,793.3333333333334,Wallonia
