Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition,Price per m²,Region
7736,20196129,1020,325000,apartment,2.0,107.0,0,0,1,5.0,,0,As new,3037.3831775700933,Brussels
8421,10278005,1190,325000,apartment,1.0,85.0,1,0,1,15.0,140.0,0,Good,3823.529411764706,Brussels
7738,20184645,1030,325000,apartment,2.0,107.0,0,0,1,5.0,,0,As new,3037.3831775700933,Brussels
8420,20108241,1180,325000,apartment,2.0,80.0,0,0,1,,,0,Good,4062.5,Brussels
5847,20234288,1040,325000,apartment,2.0,68.0,0,0,1,3.0,,0,As new,4779.411764705882,Brussels
5708,20148078,1083,325000,apartment,2.0,93.0,0,0,1,8.0,,0,As new,3494.6236559139784,Brussels
10271,20054050,1070,325000,apartment,2.0,94.0,0,0,1,15.0,,0,As new,3457.446808510638,Brussels
6397,20142442,1000,325000,apartment,3.0,105.0,0,0,1,,,0,To renovate,3095.2380952380954,Brussels
8103,20200567,1000,325000,apartment,2.0,92.0,0,0,1,,,0,As new,3532.608695652174,Brussels
8104,20131160,1190,325000,apartment,2.0,84.0,0,0,1,5.0,,0,As new,3869.0476190476193,Brussels
5365,20235001,1020,324000,apartment,2.0,125.0,1,0,1,11.0,,0,To be done up,2592.0,Brussels
8866,20057656,1120,324000,apartment,3.0,100.0,0,0,1,4.0,,0,Good,3240.0,Brussels
8865,20170197,1030,324000,apartment,2.0,96.0,1,0,1,2.0,,0,Just renovated,3375.0,Brussels
9211,20158297,1070,322500,apartment,2.0,95.0,0,0,1,7.0,,0,As new,3394.7368421052633,Brussels
9127,11470710,1070,322500,apartment,2.0,94.0,0,0,1,6.0,,0,As new,3430.851063829787,Brussels
8932,20177458,1070,322500,apartment,2.0,95.0,0,0,1,7.0,,0,As new,3394.7368421052633,Brussels
7690,20163685,1030,322000,apartment,1.0,73.0,0,0,1,,,0,As new,4410.958904109589,Brussels
5665,20213032,1070,320000,apartment,2.0,108.0,0,0,1,,,0,As new,2962.962962962963,Brussels
7856,20192468,1140,320000,apartment,3.0,127.0,0,0,1,,,0,Good,2519.685039370079,Brussels
8073,20195605,1180,320000,apartment,2.0,80.0,1,0,1,2.0,,0,Good,4000.0,Brussels
7936,20197369,1170,320000,apartment,2.0,90.0,1,0,1,13.0,,0,As new,3555.5555555555557,Brussels
6709,20186383,1200,320000,apartment,2.0,81.0,0,0,1,,20.0,0,To renovate,3950.617283950617,Brussels
5604,20242274,1160,320000,apartment,2.0,110.0,0,0,1,7.0,,0,Good,2909.090909090909,Brussels
6547,20209615,1140,320000,apartment,3.0,110.0,0,0,1,5.0,,0,Good,2909.090909090909,Brussels
6538,20242908,1070,320000,apartment,3.0,107.0,1,0,1,,,0,Good,2990.654205607477,Brussels
8213,20198689,1200,320000,apartment,2.0,72.0,0,0,1,,,0,Good,4444.444444444444,Brussels
7460,20143542,1000,320000,apartment,1.0,74.0,0,0,1,1.0,,0,As new,4324.324324324324,Brussels
9414,10768335,1200,320000,apartment,2.0,80.0,0,0,1,,,0,To be done up,4000.0,Brussels
8864,11381689,1030,320000,apartment,2.0,97.0,0,0,1,5.0,,0,As new,3298.9690721649486,Brussels
5320,20242296,1040,319000,apartment,2.0,100.0,1,0,1,5.0,,0,Good,3190.0,Brussels
9361,20186313,1200,319000,apartment,2.0,88.0,1,0,1,30.0,,0,Good,3625.0,Brussels
9750,20066794,1020,315000,apartment,3.0,110.0,0,0,1,,,0,Just renovated,2863.6363636363635,Brussels
5561,20194372,1200,315000,apartment,2.0,88.0,1,0,1,5.0,,0,Good,3579.5454545454545,Brussels
7664,20188662,1150,315000,apartment,1.0,65.0,0,0,1,6.0,,0,As new,4846.153846153846,Brussels
9716,20159156,1140,315000,apartment,3.0,115.0,0,0,1,20.0,,0,Just renovated,2739.1304347826085,Brussels
10384,11425603,1140,315000,apartment,2.0,102.0,0,0,1,,,0,Just renovated,3088.235294117647,Brussels
10270,11287727,1000,315000,apartment,1.0,97.0,0,0,1,,,0,As new,3247.422680412371,Brussels
8829,20204352,1000,315000,apartment,1.0,71.0,0,0,1,6.0,,0,Good,4436.619718309859,Brussels
8830,20204354,1030,315000,apartment,2.0,85.0,0,0,1,,,0,As new,3705.8823529411766,Brussels
6043,20242430,1030,315000,apartment,3.0,124.0,0,0,1,,54.0,0,To renovate,2540.3225806451615,Brussels
6042,20244942,1030,315000,apartment,2.0,124.0,0,0,1,,54.0,0,To renovate,2540.3225806451615,Brussels
6041,20242609,1030,315000,apartment,2.0,124.0,0,0,1,,54.0,0,To renovate,2540.3225806451615,Brussels
6477,20052449,1180,315000,apartment,3.0,108.0,1,0,1,17.0,,0,To renovate,2916.6666666666665,Brussels
5493,20244349,1000,315000,apartment,3.0,150.0,0,0,1,,,0,To be done up,2100.0,Brussels
4516,20206272,1070,315000,house,2.0,105.0,0,0,1,,40.0,0,To renovate,3000.0,Brussels
8241,20184634,1030,315000,apartment,1.0,110.0,1,0,1,18.0,120.0,0,Good,2863.6363636363635,Brussels
10230,20201392,1140,315000,apartment,2.0,100.0,0,0,1,5.0,,0,Good,3150.0,Brussels
5485,20241352,1180,315000,apartment,1.0,77.0,0,0,1,21.0,,0,As new,4090.909090909091,Brussels
6044,20244937,1030,315000,apartment,3.0,124.0,0,0,1,,54.0,0,To renovate,2540.3225806451615,Brussels
8828,20203401,1120,310000,apartment,2.0,75.0,1,0,1,9.0,,0,As new,4133.333333333333,Brussels
10135,20132131,1070,310000,apartment,3.0,97.0,0,0,1,8.0,,0,As new,3195.8762886597938,Brussels
5722,20219569,1070,310000,apartment,2.0,70.0,0,0,1,6.0,,0,As new,4428.571428571428,Brussels
8211,20163696,1200,310000,apartment,2.0,94.0,1,0,1,,,0,Good,3297.872340425532,Brussels
8975,20210489,1000,310000,apartment,1.0,74.0,0,0,1,,,0,Good,4189.189189189189,Brussels
8111,20195524,1160,310000,apartment,2.0,74.0,1,0,1,18.0,,0,Good,4189.189189189189,Brussels
7272,20234533,1000,310000,apartment,2.0,78.0,0,0,1,,,0,As new,3974.358974358974,Brussels
8418,20104932,1030,310000,apartment,2.0,88.0,0,0,1,17.0,,0,Good,3522.7272727272725,Brussels
5538,20212870,1070,310000,apartment,3.0,120.0,0,0,1,27.0,35.0,0,Good,2583.3333333333335,Brussels
9360,20172491,1050,310000,apartment,1.0,88.0,1,0,1,,,0,Good,3522.7272727272725,Brussels
8072,11311357,1090,305000,apartment,3.0,120.0,0,0,1,,,0,As new,2541.6666666666665,Brussels
6184,20227514,1040,305000,apartment,2.0,71.0,1,0,1,,,0,Good,4295.774647887324,Brussels
6780,20220802,1080,300000,apartment,4.0,140.0,0,0,1,,,0,Good,2142.8571428571427,Brussels
9846,20139961,1200,300000,apartment,2.0,100.0,0,0,1,8.0,,0,To be done up,3000.0,Brussels
8557,20162975,1180,300000,apartment,2.0,90.0,0,0,1,,,0,Good,3333.3333333333335,Brussels
6708,20188766,1160,300000,apartment,2.0,98.0,0,0,1,8.0,,0,To be done up,3061.2244897959185,Brussels
5578,20233538,1080,300000,apartment,2.0,85.0,0,0,1,25.0,,0,Good,3529.4117647058824,Brussels
6295,20242455,1060,300000,apartment,4.0,130.0,0,0,1,1.0,,0,To renovate,2307.6923076923076,Brussels
6499,20244683,1180,300000,apartment,2.0,78.0,1,0,1,19.0,,0,Good,3846.153846153846,Brussels
6603,20240553,1020,300000,apartment,2.0,105.0,0,1,1,,,0,Good,2857.1428571428573,Brussels
9197,20157102,1190,299000,apartment,2.0,106.0,0,0,1,6.0,,0,Good,2820.754716981132,Brussels
5871,20244355,1000,299000,apartment,3.0,131.0,0,0,1,,,0,To renovate,2282.442748091603,Brussels
9844,20063118,1140,299000,apartment,2.0,88.0,0,0,1,,,0,As new,3397.7272727272725,Brussels
6546,20213818,1200,299000,apartment,2.0,94.0,1,0,1,,,0,Good,3180.851063829787,Brussels
6148,20237203,1000,299000,apartment,1.0,70.0,0,0,1,6.0,,0,Good,4271.428571428572,Brussels
9410,11433672,1020,299000,apartment,3.0,90.0,0,0,1,22.0,,0,Just renovated,3322.222222222222,Brussels
5678,20232388,1050,299000,apartment,1.0,63.0,1,0,1,2.0,,0,Good,4746.0317460317465,Brussels
7157,11468214,1090,299000,apartment,2.0,75.0,1,0,1,,,0,Good,3986.6666666666665,Brussels
2317,20237582,1030,299000,house,3.0,140.0,0,0,1,,,0,To be done up,2135.714285714286,Brussels
9842,11367703,1082,299000,apartment,3.0,137.0,1,0,1,17.0,,0,As new,2182.4817518248174,Brussels
9843,11440979,1130,299000,apartment,2.0,87.0,0,0,1,,,0,As new,3436.7816091954023,Brussels
6475,11467450,1180,299000,apartment,2.0,93.0,0,0,1,8.0,,0,To be done up,3215.05376344086,Brussels
8070,10084275,1000,299000,apartment,2.0,85.0,1,0,1,12.0,,0,As new,3517.6470588235293,Brussels
9488,20245253,1140,299000,apartment,3.0,97.0,0,0,1,15.0,,0,Good,3082.4742268041236,Brussels
8179,11489571,1000,299000,apartment,1.0,66.0,0,0,1,14.0,14.0,0,As new,4530.30303030303,Brussels
6707,20186384,1200,299000,apartment,1.0,82.0,1,0,1,12.0,55.0,0,As new,3646.3414634146343,Brussels
6706,20157062,1190,299000,apartment,2.0,96.0,1,0,1,6.0,,0,To renovate,3114.5833333333335,Brussels
5821,20083285,1020,299000,apartment,2.0,106.0,1,0,1,10.0,,0,Good,2820.754716981132,Brussels
8071,10077863,1080,299000,apartment,2.0,85.0,1,0,1,12.0,,0,As new,3517.6470588235293,Brussels
