Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition,Price per m²,Region
229,20229362,1180,950000,house,4.0,193.0,1,0,1,1.0,150.0,0,As new,4922.279792746114,Brussels
7723,20212729,2000,950000,apartment,3.0,183.0,0,0,1,86.0,,0,As new,5191.256830601093,Flanders
1536,20234548,1150,950000,house,5.0,271.0,1,0,1,25.0,,0,Good,3505.5350553505536,Brussels
5025,20162378,1495,950000,house,4.0,278.0,0,0,1,81.0,2950.0,1,As new,3417.26618705036,Wallonia
1636,20128641,3600,949000,house,4.0,419.0,0,0,1,,,1,As new,2264.9164677804297,Flanders
4955,20176963,9080,949000,house,4.0,415.0,1,0,1,,,0,As new,2286.746987951807,Flanders
4092,11440849,2160,949000,house,2.0,793.0,0,0,1,,,0,Good,1196.72131147541,Flanders
4091,10799372,1160,945000,house,5.0,251.0,0,0,1,15.0,62.0,0,As new,3764.9402390438245,Brussels
509,20243794,8300,945000,house,4.0,158.0,0,0,1,,,0,Just renovated,5981.012658227848,Flanders
173,20230482,1650,945000,house,4.0,465.0,0,0,1,,,0,Good,2032.258064516129,Flanders
5831,20242087,1000,945000,apartment,3.0,280.0,0,0,1,,,0,Good,3375.0,Brussels
174,20230386,1755,945000,house,4.0,465.0,0,0,1,,,0,Good,2032.258064516129,Flanders
6419,20243856,8670,945000,apartment,2.0,76.0,0,0,1,,,0,As new,12434.21052631579,Flanders
6236,20241779,8300,945000,apartment,3.0,100.0,0,0,1,,,0,Just renovated,9450.0,Flanders
1837,20214460,8301,945000,house,4.0,353.0,1,0,1,219.0,219.0,0,Just renovated,2677.053824362606,Flanders
1031,20233648,1200,945000,house,5.0,370.0,0,0,1,20.0,110.0,0,Good,2554.054054054054,Brussels
6618,20198606,8300,945000,apartment,2.0,105.0,0,0,1,76.0,,0,Good,9000.0,Flanders
172,20230377,1500,945000,house,4.0,465.0,0,0,1,,,0,Good,2032.258064516129,Flanders
4523,20233240,1410,945000,house,6.0,265.0,0,0,1,,2223.0,0,Good,3566.0377358490564,Wallonia
2702,20014998,4960,945000,house,5.0,287.0,1,0,1,51.0,3000.0,0,As new,3292.682926829268,Wallonia
3876,11381944,1150,945000,house,5.0,245.0,0,0,1,7.0,150.0,0,As new,3857.1428571428573,Brussels
7005,20231970,9000,945000,apartment,2.0,195.0,0,0,1,40.0,,0,As new,4846.153846153846,Flanders
1507,20234837,1200,945000,house,5.0,328.0,0,0,1,20.0,60.0,0,Good,2881.0975609756097,Brussels
4228,20228817,5070,935000,house,8.0,420.0,1,0,1,,,1,Just renovated,2226.190476190476,Wallonia
6091,20244142,1160,930700,apartment,4.0,153.0,0,0,1,28.0,,0,As new,6083.006535947712,Brussels
349,20231776,1050,930000,house,4.0,230.0,0,0,1,20.0,150.0,0,As new,4043.478260869565,Brussels
4870,20222180,8200,930000,house,5.0,259.0,1,0,1,,719.0,0,As new,3590.7335907335905,Flanders
7010,20225259,9000,930000,apartment,5.0,312.0,0,0,1,,,0,Good,2980.769230769231,Flanders
2791,11467907,1341,925000,house,5.0,282.0,0,0,1,91.0,1831.0,1,As new,3280.1418439716313,Wallonia
622,20242770,8620,925000,house,4.0,270.0,0,0,1,,,0,Good,3425.925925925926,Flanders
5966,20211371,8301,925000,apartment,3.0,75.0,0,0,1,,,0,To renovate,12333.333333333334,Flanders
3975,20178036,8620,925000,house,4.0,270.0,0,0,1,,,0,Good,3425.925925925926,Flanders
3875,11376760,3620,925000,house,4.0,430.0,0,1,1,,,0,As new,2151.1627906976746,Flanders
1734,20151333,1970,925000,house,6.0,334.0,1,0,1,,700.0,0,To be done up,2769.4610778443116,Flanders
6227,20189683,1000,925000,apartment,3.0,207.0,1,0,1,1.0,,0,Good,4468.599033816425,Brussels
1460,20238153,1970,925000,house,4.0,420.0,0,0,1,1.0,600.0,0,Good,2202.3809523809523,Flanders
8124,11435800,8300,925000,apartment,2.0,85.0,0,0,1,11.0,,0,As new,10882.35294117647,Flanders
355,20182416,1301,920000,house,4.0,320.0,1,0,1,40.0,,0,Good,2875.0,Wallonia
1836,20200790,1180,920000,house,5.0,325.0,1,0,1,,,0,Good,2830.769230769231,Brussels
8478,20121745,8301,920000,apartment,2.0,72.0,1,1,1,,,0,Good,12777.777777777777,Flanders
3199,20207296,9230,920000,house,5.0,322.0,1,0,1,,,1,As new,2857.1428571428573,Flanders
3200,20208252,9260,920000,house,5.0,322.0,1,0,1,,,1,As new,2857.1428571428573,Flanders
2430,20216009,2970,910000,house,5.0,326.0,0,0,1,,1188.0,0,As new,2791.411042944785,Flanders
2284,20164526,3090,910000,house,3.0,200.0,0,0,1,,170.0,0,Good,4550.0,Flanders
804,20246640,1180,900000,house,4.0,230.0,0,0,1,50.0,262.0,0,Good,3913.0434782608695,Brussels
3887,10687336,1020,900000,house,9.0,285.0,0,0,1,18.0,105.0,0,As new,3157.8947368421054,Brussels
6786,20065848,8300,900000,apartment,2.0,93.0,0,0,1,,,0,Good,9677.41935483871,Flanders
3582,11021515,1070,900000,house,9.0,270.0,0,0,1,30.0,60.0,0,Just renovated,3333.3333333333335,Brussels
3927,20124682,9831,899000,house,4.0,553.0,1,0,1,,,0,To be done up,1625.6781193490053,Flanders
8018,11484324,8300,899000,apartment,2.0,59.0,0,0,1,,,0,Good,15237.28813559322,Flanders
10358,20241449,8300,899000,apartment,2.0,59.0,0,0,1,,,0,As new,15237.28813559322,Flanders
3926,11303978,1300,899000,house,6.0,300.0,1,0,1,50.0,1500.0,0,Good,2996.6666666666665,Wallonia
1970,20144591,1670,899000,house,6.0,500.0,0,0,1,,,0,Good,1798.0,Flanders
1969,20144592,1502,899000,house,6.0,500.0,0,0,1,,,0,Good,1798.0,Flanders
1967,20144590,1480,899000,house,6.0,500.0,0,0,1,,,0,Good,1798.0,Wallonia
1968,20144622,1500,899000,house,6.0,500.0,0,0,1,,,0,Good,1798.0,Flanders
1966,20144595,1440,899000,house,6.0,500.0,0,0,1,,,0,Good,1798.0,Wallonia
475,20220651,2930,899000,house,4.0,291.0,1,0,1,,,0,Good,3089.3470790378005,Flanders
5478,20232792,8300,899000,apartment,3.0,104.0,0,1,1,,,0,As new,8644.23076923077,Flanders
6744,20196350,1060,899000,apartment,4.0,197.0,0,0,1,41.0,,0,Just renovated,4563.4517766497465,Brussels
9188,11017678,8300,899000,apartment,2.0,62.0,0,0,1,,,0,As new,14500.0,Flanders
3424,20182442,2550,899000,house,4.0,240.0,0,0,1,,,0,Good,3745.8333333333335,Flanders
9791,20063506,8300,899000,apartment,2.0,59.0,0,0,1,,,0,As new,15237.28813559322,Flanders
2498,20246410,6250,899000,house,4.0,276.0,0,0,1,51.0,4595.0,0,As new,3257.246376811594,Wallonia
